"Campaign","Category","Sub-Category","Backers","Pledged","Goal","Outcome","Country","Campaign Length","Campaign Bucket"
"Rappin on the Rez","Film & Video","Documentary",0,"0","3000","failed","US",30,"Medium"
"The Sleepyheads T-shirts","Music","Punk",34,"737","408","successful","AU",30,"Medium"
"Music You Need is Buying an RV!","Music","Music",6,"230","5000","failed","US",60,"Long"
"Privileged - executive wear (Canceled)","Fashion","Fashion",1,"63","1900","canceled","CA",30,"Medium"
"We Were Astronauts & Producer Warren Huart make an EP!","Music","Indie Rock",100,"10770","10000","successful","US",40,"Long"
"Wise Guys","Photography","Photography",14,"489","6000","failed","US",24,"Medium"
"Stitches: A Short Film","Film & Video","Shorts",40,"13695","10000","successful","US",40,"Long"
"Grizz Nation","Art","Illustration",49,"1256","250","successful","US",45,"Long"
"I'm Scott Stowe, and I'm finally making my first album.","Music","Music",104,"7897","7500","successful","US",30,"Medium"
"Liquid Krows: Hybrid Water Shoes","Fashion","Footwear",7,"418","1300","failed","US",40,"Long"
"Stainless Contacts Case (Canceled)","Design","Product Design",2,"98","47790","canceled","US",39,"Long"
"PIECES the Choreopoem","Theater","Theater",9,"710","500","successful","US",30,"Medium"
"RE-LIGHT The Light Factory","Photography","Photography",321,"32525","20000","successful","US",40,"Long"
"Plane Sight","Film & Video","Science Fiction",0,"0","800","failed","US",30,"Medium"
"StartSPOT the cryptocurrency powered Wi-Fi HotSpot","Technology","Hardware",1,"1","1785","failed","DE",30,"Medium"
"Open Source Drift Track","Design","Product Design",50,"1163","300","successful","US",20,"Medium"
"Arctic Circle Project","Art","Art",27,"6074","6000","successful","US",30,"Medium"
"Symposiarch Notebook","Design","Product Design",15,"926","25000","failed","US",45,"Long"
"STINKY PLAYING CARDS - Play some cards, Learn about cheese..","Food","Food",5,"162","5300","failed","US",30,"Medium"
"Beauty By Link (Canceled)","Technology","Web",0,"0","500","canceled","US",30,"Medium"
"Balloon Kiosk System","Art","Installations",0,"0","12573","failed","DE",30,"Medium"
"Black Eyed Angels (Canceled)","Film & Video","Film & Video",37,"2593","30000","canceled","US",35,"Long"
"Young Rebel: Be YOU. Be DIFFERENT. REBEL !!!","Fashion","Fashion",1,"50","5000","failed","US",22,"Medium"
"Minimalist watches with an edge","Design","Product Design",146,"36159","28598","successful","BE",60,"Long"
"Frankenkitten: An Illustrated Children's Adaptation of Frankenstein (With Kittens!)","Publishing","Children's Books",0,"0","400","failed","US",86,"Long"
"Breaking Through at Eighty-Two","Music","Classical Music",16,"860","11000","canceled","US",60,"Long"
"TREE - Documentary: Man Fasts 49 Days in Search of Truth","Film & Video","Documentary",136,"10961","40000","failed","US",30,"Medium"
"Fashion Knitwear Design Show 2015","Fashion","Apparel",3,"205","38752","failed","GB",45,"Long"
"Last One Stands 2013: Vancouver's Biggest Dance Battle","Dance","Dance",48,"2258","2127","successful","CA",30,"Medium"
"Proof","Publishing","Art Books",49,"3170","3000","successful","US",87,"Long"
"M&M Media","Film & Video","Film & Video",1,"1","1000","live","US",30,"Medium"
"Prevent the Closure of CA State Parks (Canceled)","Design","Design",1,"25","50000","canceled","US",28,"Medium"
"Morium: The Graphic Novel","Comics","Graphic Novels",5,"135","700","failed","US",54,"Long"
"Baby Planner & Diary 2016 - The Perfect Companion!","Design","Product Design",3,"92","2818","failed","GB",21,"Medium"
"Prentenboek: Noa Tovervijver/Storybook: Noa MagicPond","Publishing","Children's Books",139,"4444","4403","successful","NL",21,"Medium"
"Propr - a universal tablet handle","Technology","Gadgets",40,"1065","500","successful","US",33,"Long"
"Klaymore's 2013 EP - New Breed","Music","Music",47,"1525","1000","successful","US",30,"Medium"
"Inspirational Sculptures for San Jose, CA All-Inclusive Park","Art","Public Art",28,"12668","98500","failed","US",30,"Medium"
"Zog the Dog. The gift of reading. (Canceled)","Publishing","Children's Books",0,"0","39032","canceled","GB",60,"Long"
"Always I Do","Music","Music",6,"336","1800","failed","US",30,"Medium"
"This Is Real Beauty: The Camera Doesn't Lie","Photography","Photobooks",42,"1708","1207","successful","AU",30,"Medium"
"Pug-let: The First Ever All-Pug Production of Hamlet","Theater","Plays",196,"5036","5000","successful","US",30,"Medium"
"Inspirational T-Shirts from WINNING STATE WRESTLING","Fashion","Apparel",0,"0","1470","canceled","US",30,"Medium"
"Learn Your Lyr·ics","Film & Video","Music Videos",0,"0","1000","failed","US",30,"Medium"
"Eat like an Athlete","Food","Food",1,"33","65032","failed","NL",30,"Medium"
"OSEMO Project: Control your car the way you want.","Technology","DIY Electronics",43,"5906","15000","failed","US",30,"Medium"
"Grief and Gratitude, Debut CD","Music","Country & Folk",60,"3119","2500","successful","US",40,"Long"
"Vision of the Ages / A Musical Retelling of Favorite Hymns","Music","Country & Folk",7,"426","11000","failed","US",8,"Short"
"Making Music Videos with India Ramey","Music","Country & Folk",41,"2661","2500","successful","US",30,"Medium"
"Crime Coast Indie Game Marketing Appeal","Games","Live Games",2,"299","19956","failed","GB",37,"Long"
"Moment Case- World's Best iPhone Case for Mobile Photography","Design","Product Design",4833,"693435","100000","successful","US",30,"Medium"
"My Crochet Business (Canceled)","Crafts","Crochet",0,"0","800","canceled","US",60,"Long"
"Kettlekeeper: The Kettlebell inspired jewelry storage device","Design","Product Design",112,"3139","8000","failed","US",30,"Medium"
"Comic Creators Collaboration Project...Be Your Own Publisher","Comics","Comic Books",4,"28","30000","failed","US",40,"Long"
"Help DRIP'D Coffee Launch in San Francisco's Inner Sunset","Food","Food",76,"3854","3700","successful","US",30,"Medium"
"WHITE, The Production","Art","Performance Art",0,"0","10400","failed","US",30,"Medium"
"Glowy shoes is about one pair of shoes having many covers.","Fashion","Fashion",2,"225","8000","canceled","US",60,"Long"
"I SHOULDN'T BE IN PORN (objectifying the Average Man)","Film & Video","Documentary",2,"60","3350","failed","US",20,"Medium"
"MouseDrive | Personal Cloud Storage Device","Technology","Gadgets",39,"5028","10000","failed","US",35,"Long"
"Slowing Time in the Himalayas","Photography","Photography",48,"5255","5000","successful","US",30,"Medium"
"Non-profit ballet presents Excerpts from the Nutcracker","Dance","Dance",7,"200","2500","failed","US",42,"Long"
"Titanium Keychain -iiOpener-","Design","Design",134,"4224","3500","successful","US",30,"Medium"
"Captured:  A Burning Man collaborative documentary","Film & Video","Documentary",10,"1020","3000","failed","US",30,"Medium"
"Serenity Pottery teaches kids to make beautiful Mud Babies","Crafts","Pottery",33,"2002","1200","successful","US",30,"Medium"
"Priscilla and her Magic Socks","Games","Video Games",29,"2176","16000","failed","US",30,"Medium"
"Broccoli Wallet","Design","Interactive Design",127,"2067","1","successful","US",45,"Long"
"The Lord of the Wolves: An Epic Children's Fantasy","Publishing","Children's Books",143,"6540","3000","successful","US",20,"Medium"
"DEMOS - An Independent Artist's Guide to Success ","Film & Video","Documentary",17,"766","7500","failed","US",36,"Long"
"Pixel Thunder (Canceled)","Games","Mobile Games",0,"0","33","canceled","NO",60,"Long"
"Congo Expedition Documentary Film","Film & Video","Documentary",8,"210","8000","failed","US",27,"Medium"
"Show You Care (Canceled)","Film & Video","Drama",0,"0","1782","canceled","CA",22,"Medium"
"Forever English","Publishing","Fiction",1,"19","5795","failed","GB",31,"Long"
"HOPE CITY","Games","Tabletop Games",172,"15628","15000","successful","US",30,"Medium"
"Stand Alone - Tour","Music","R&B",1,"5","3000","failed","US",30,"Medium"
"Party Planner Instant Party in a Box by RKFinch Design","Design","Product Design",1,"75","3500","failed","US",30,"Medium"
"One Night Out","Film & Video","Narrative Film",0,"0","125000","failed","US",29,"Medium"
"SquatLife Fitness Clothing","Fashion","Apparel",7,"188","12003","failed","GB",45,"Long"
"Laauw | Dutch Leather Bags","Fashion","Accessories",157,"25847","24062","successful","NL",30,"Medium"
"Man Up and Dress Up (Canceled)","Publishing","Nonfiction",2,"157","80000","canceled","US",60,"Long"
"Take a shot and mix up your fitness with FitTender.","Technology","Web",4,"1197","30000","failed","US",24,"Medium"
"TAPESTRY FOR MUSEUMS OF MODERN ART","Art","Art",0,"0","20000","failed","US",30,"Medium"
"Make/100: Original Ink Paintings","Art","Illustration",21,"111","80","successful","DK",30,"Medium"
"Bombshell #1 Convention Exclusive Edition","Comics","Comics",46,"1220","800","successful","US",30,"Medium"
"The Shiny Mountain Split Vinyl: Dubb Nubb & Cory Taylor Cox","Music","Country & Folk",37,"871","750","successful","US",30,"Medium"
"The Easy Way T-Post Puller","Technology","Gadgets",2,"51","25000","failed","US",16,"Medium"
"Painting the Way to the Moon - a science & art documentary","Film & Video","Documentary",323,"40549","40000","successful","US",30,"Medium"
"Taste of Vietnam","Food","Food",0,"0","3000","failed","US",60,"Long"
"Still Standing - Album Duplication","Music","Pop",12,"356","300","successful","US",30,"Medium"
"Loose Tea Addict.","Food","Drinks",12,"219","20000","failed","US",30,"Medium"
"Up and coming artists need help to help other artists","Music","Rock",2,"30","500","failed","US",27,"Medium"
"Don't Dream It, Be It! Fight Censorship & Fund Rocky Horror!","Art","Performance Art",84,"5319","5000","successful","US",30,"Medium"
"Legendary Worlds: Adult Coloring Book","Art","Art",442,"11335","3986","successful","CA",30,"Medium"
"Raspberry Pi Case","Design","Product Design",29,"1291","40000","failed","US",30,"Medium"
"The Covert App","Technology","Apps",2,"51","25000","failed","US",30,"Medium"
"Dear Old State","Film & Video","Documentary",75,"10160","10000","successful","US",30,"Medium"
"so long forgotten -- New EP","Music","Indie Rock",221,"6207","5000","successful","US",21,"Medium"
"AboutTrees.com Free Wood Chip Mulch App!","Technology","Apps",10,"155","12500","failed","US",60,"Long"
"True Believer","Comics","Comic Books",333,"11659","1500","successful","US",35,"Long"
"ThumbleCrash - Wager Match & e-Sports Platform","Games","Games",0,"0","98814","failed","IT",30,"Medium"
"Frank Cervantes new album spring 2014","Music","Indie Rock",19,"1517","1500","successful","US",30,"Medium"
"The Four Dollar Fundraiser for Housebroken","Film & Video","Shorts",151,"6840","4000","successful","US",30,"Medium"
"Hands Free Headgear for Cardboard Virtual Reality VR Viewer","Technology","Hardware",0,"0","15000","failed","US",45,"Long"
"Sustainable Gastro Pub","Food","Restaurants",0,"0","5000","failed","US",30,"Medium"
"Rutherford County NC First Micro Brewery, Rutherfordton, NC","Food","Food",11,"983","50000","failed","US",48,"Long"
"We're All Mad Here","Publishing","Young Adult",40,"3000","3000","successful","US",30,"Medium"
"The Monster","Film & Video","Horror",4,"162","500","failed","US",30,"Medium"
"Peter's New Album!!","Music","Rock",52,"4151","4000","successful","US",30,"Medium"
"By Puretas","Fashion","Apparel",0,"0","7624","failed","ES",33,"Long"
"Become your own psychic! (Canceled)","Art","Public Art",0,"0","1000","canceled","US",30,"Medium"
"Pirates -  photo book project with portraits of boys","Photography","Photography",0,"0","8570","failed","US",20,"Medium"
"Make money while we save Chicago","Journalism","Journalism",2,"8","80","failed","US",60,"Long"
"The Interplay Jazz Orchestra - Second Album","Music","Jazz",67,"4695","4000","successful","US",38,"Long"
"Senstand: the invention musicians never expected","Crafts","Woodworking",17,"4076","90000","failed","US",30,"Medium"
"MURDERTHON","Comics","Comics",28,"713","3700","failed","US",60,"Long"
"The RE: Project","Music","Classical Music",34,"2191","2000","successful","US",21,"Medium"
"I'm Sick an Tired of Bein' Sick an Tired: Fannie Lou Hamer","Film & Video","Drama",5,"166","500000","failed","US",52,"Long"
"So Close! Ready to Pub, but I need your help to get it done!","Publishing","Fiction",6,"76","333","failed","US",45,"Long"
"Help Lucia'Stories, a dominican children book collection, get to the USA bookstores!","Publishing","Children's Books",6,"177","10000","failed","US",30,"Medium"
"Rewind: Interactive Gamebooks Just Gained a Level","Games","Video Games",8,"239","6535","failed","GB",37,"Long"
"Youth Steelband Open & A Festival of Trinidads Arts&Culture","Music","World Music",0,"0","20000","canceled","US",30,"Medium"
"Satchel & Page - Leather Bags Guaranteed For Life","Design","Product Design",599,"228236","15000","successful","US",42,"Long"
"ROCK HAIR record","Music","Music",0,"3182","2800","undefined","NA",30,"Medium"
"I AM STRUGGLE - the Legacy of an Outlaw","Film & Video","Documentary",560,"40436","24000","successful","US",28,"Medium"
"Sin salida (not exit) invasion (Canceled)","Games","Video Games",1,"1","7302","canceled","ES",60,"Long"
"X-Stand: The Simplest Standing Desk for Laptops","Design","Product Design",68,"6202","5000","successful","US",40,"Long"
"Peter October - The finest bracelet","Crafts","Crafts",0,"0","2594","failed","SG",30,"Medium"
"trashvertisement bag","Design","Product Design",0,"0","5500","failed","US",17,"Medium"
"M4 Apparel","Fashion","Apparel",1,"19","2319","failed","NZ",25,"Medium"
"A Daughter's Memories","Publishing","Children's Books",3,"80","900","failed","US",31,"Long"
"Sails - October Tour:  General Tour Support (Canceled)","Music","Indie Rock",3,"75","200","canceled","US",45,"Long"
"DAY ABOVE GROUND - ESCAPE FROM L.A. TOUR 2012","Music","Rock",14,"695","5000","failed","US",30,"Medium"
"Andrew Irizarry, The Blind Bandit","Film & Video","Shorts",3,"125","10000","failed","US",30,"Medium"
"Periodic Table of Weapons Poster","Design","Graphic Design",67,"3170","2000","successful","US",45,"Long"
"Camp Seamsters 812","Fashion","Fashion",39,"2150","1050","successful","US",28,"Medium"
"Teenetic Productions","Music","Music",1,"1","300","failed","US",60,"Long"
"Southern Charm and Spice","Food","Restaurants",0,"0","30000","canceled","US",40,"Long"
"Falso Mutis","Film & Video","Comedy",161,"318","306","successful","MX",60,"Long"
"Objecty - a tool for all 2D game developers!","Games","Video Games",88,"7417","40621","failed","GB",30,"Medium"
"EvilJoy business comic book","Comics","Comics",1,"21","5271","failed","GB",35,"Long"
"Dave Martinez Debut EP","Music","Music",0,"0","1500","failed","US",60,"Long"
"a little holiday music","Music","Pop",28,"1155","600","successful","US",60,"Long"
"OVERDUE: a high comedy","Film & Video","Film & Video",7,"1216","10000","failed","US",34,"Long"
"Tradition and Culture art for the public","Art","Public Art",3,"260","5400","failed","US",30,"Medium"
"Stormie Graphic Novel Mini Series","Comics","Comic Books",25,"667","6841","failed","US",30,"Medium"
"Restaurant Deals","Technology","Technology",0,"0","75000","failed","US",45,"Long"
"And I'm Out!","Games","Tabletop Games",17,"334","12500","failed","US",30,"Medium"
